id,created_at,updated_at,deleted_at,name,description,tags,repo_link,comm_channel,readme_link,project_status,last_pull_time,commit_count,pull_count,lines_added,lines_removed,contributors,pulls,mentor_id,secondary_mentor_id,status_remark
98,2023-11-27 03:12:05.99026+00,2023-11-27 03:12:05.99026+00,,Mission Health,"Converting fat ugly bitches to slim, beautiful, god fearing compassionate divas","Golang, Go, React, API",https://github.com/1Shubham7/Calory-tracker-v2,https://discordapp.com/users/1061183828925894696,https://github.com/1Shubham7/Calory-tracker-v2/blob/main/README.md,,0,0,0,0,0,,,75,,
96,2023-11-26 19:21:14.291335+00,2023-11-26 19:21:14.291335+00,,Blogzen,"A collection of resources categorised by tech domains, languages, expertise and much more. Blogzen gives you a quick access to all the resources that you could need at a single place, with a click!","HTML, CSS, JavaScript",https://github.com/piug-07/blogzen-main,https://www.discord.gg/#1545,https://github.com/piug-07/blogzen-main/blob/main/README.md,,0,0,0,0,0,,,72,,
130,2023-12-06 23:06:57.713899+00,2023-12-06 23:06:57.713899+00,,Mocker,"Mocker can generate mock data with API endpoints, powered by faker.js",,https://github.com/shelcia/mocker,https://discord.gg/Y78J76eNt6,https://github.com/shelcia/mocker#readme,true,1703635197,1,1,8,12,SomSingh23,https://github.com/shelcia/mocker/pull/131,57,,
73,2023-11-18 15:14:33.25332+00,2023-11-18 15:22:08.501145+00,,KWoC Backend,The backend API for Kharagpur Winter of Code written in Go.,"go,backend,database,restapi",https://github.com/kossiitkgp/KWoC-Backend,https://discord.gg/efFwh6fnjk,https://github.com/kossiitkgp/KWoC-Backend#readme,true,1704463307,90,12,683,492,"shikharish,Devansh-bit,pinak22dhir","https://github.com/kossiitkgp/KWoC-Backend/pull/187,https://github.com/kossiitkgp/KWoC-Backend/pull/186,https://github.com/kossiitkgp/KWoC-Backend/pull/183,https://github.com/kossiitkgp/KWoC-Backend/pull/181,https://github.com/kossiitkgp/KWoC-Backend/pull/179,https://github.com/kossiitkgp/KWoC-Backend/pull/176,https://github.com/kossiitkgp/KWoC-Backend/pull/175,https://github.com/kossiitkgp/KWoC-Backend/pull/174,https://github.com/kossiitkgp/KWoC-Backend/pull/172,https://github.com/kossiitkgp/KWoC-Backend/pull/192,https://github.com/kossiitkgp/KWoC-Backend/pull/191,https://github.com/kossiitkgp/KWoC-Backend/pull/190",8,7,
127,2023-12-06 11:40:16.677873+00,2023-12-09 19:35:07.214086+00,,Cyber Sentinel,A vulnerable webapp to make developers aware on how vulnerabilities are exploited in the wild,"cyber security, php, html, css, sql, web-app vulnerabilities",https://github.com/SuchitReddi/cybersentinel,https://join.slack.com/t/opensrccybersentinel/shared_invite/zt-28f973fci-7ObrO7JK8jE7FNG3qDiLvQ,https://github.com/SuchitReddi/cybersentinel#readme,true,1704525373,4,2,340,165,"pinak22dhir,VineeTagarwaL-code","https://github.com/SuchitReddi/cybersentinel/pull/10,https://github.com/SuchitReddi/cybersentinel/pull/12",101,,
131,2023-12-07 05:47:04.061086+00,2023-12-07 05:47:04.061086+00,,Notes Application,"Welcome to our Notes Application – your go-to platform for streamlined note-taking! Crafted with Next.js and powered by Firebase, this application seamlessly combines efficiency and simplicity. Take organized notes, access them anytime, anywhere, and elevate your productivity. Your thoughts, our platform – the perfect harmony for a clutter-free note-taking experience.","Next JS, React JS, Firebase",https://github.com/rohan9024/notes,https://discord.gg/YwqHqCyPWy,https://github.com/rohan9024/notes/blob/main/README.md,false,0,0,0,0,0,,,69,,
57,2023-11-16 16:59:28.334417+00,2023-11-16 16:59:28.334417+00,,Top Secrets,This is a website that allows user to add their secrets anonymously to the website. Thus makes its interesting. One can add their secrets that they don't want to share with anyone.,"nodejs, node, mongodb, expressjs, backend, javascript, html, css",https://github.com/Kritika30032002/Top_Secrets,https://discord.gg/DcgxHdAWka,https://github.com/Kritika30032002/Top_Secrets#readme,true,1703493964,17,13,723,212,"Yash-Ainapure,shaileshthakur1,AaadityaG,surya-nand,pinak22dhir","https://github.com/Kritika30032002/Top_Secrets/pull/142,https://github.com/Kritika30032002/Top_Secrets/pull/141,https://github.com/Kritika30032002/Top_Secrets/pull/130,https://github.com/Kritika30032002/Top_Secrets/pull/128,https://github.com/Kritika30032002/Top_Secrets/pull/127,https://github.com/Kritika30032002/Top_Secrets/pull/117,https://github.com/Kritika30032002/Top_Secrets/pull/112,https://github.com/Kritika30032002/Top_Secrets/pull/111,https://github.com/Kritika30032002/Top_Secrets/pull/105,https://github.com/Kritika30032002/Top_Secrets/pull/104,https://github.com/Kritika30032002/Top_Secrets/pull/94,https://github.com/Kritika30032002/Top_Secrets/pull/93,https://github.com/Kritika30032002/Top_Secrets/pull/91",26,,
107,2023-11-28 12:28:41.659372+00,2023-11-28 12:28:41.659372+00,,Code Buddy,"Code Buddy is a platform designed to help developers and programmers find suitable coding partners for collaboration on various projects. Whether you're working on personal projects, open-source contributions, or simply seeking someone to learn and code together, Code Buddy is here to facilitate connections between like-minded individuals.","Golang, React, JavaScript, HTML, CSS",https://github.com/1Shubham7/code-buddy,https://discordapp.com/users/1061183828925894696,https://github.com/1Shubham7/code-buddy/blob/main/README.md,true,1703279755,6,7,316,52,"ayann07,sambitsingha,Sumandalai,AaadityaG,shivanshsin0203","https://github.com/1Shubham7/code-buddy/pull/51,https://github.com/1Shubham7/code-buddy/pull/50,https://github.com/1Shubham7/code-buddy/pull/48,https://github.com/1Shubham7/code-buddy/pull/46,https://github.com/1Shubham7/code-buddy/pull/42,https://github.com/1Shubham7/code-buddy/pull/36,https://github.com/1Shubham7/code-buddy/pull/33",75,,
50,2023-11-15 09:11:55.771484+00,2023-12-06 18:42:46.120959+00,,Whiteboard App for Rocket.Chat (GSoC'23),"Enhance your collaborative experience with diagrams, drawings, and more using Whiteboard Integration in Rocket.Chat. Whiteboard App provides a seamless environment for real-time visual communication and brainstorming.","TypeScript , Javascript",https://github.com/RocketChat/Apps.Whiteboard,https://open.rocket.chat/channel/white-board-integration-team,https://github.com/RocketChat/Apps.Whiteboard#readme,true,1704710061,0,0,0,0,,,19,,
121,2023-12-03 19:56:08.873793+00,2023-12-17 12:39:03.781767+00,,Memory Wipe,A storage wiper targeting IoT devices and SSDs,"cyber security, digital forensics, iot, shell scripting, python, linux",https://github.com/SuchitReddi/memorywipe,https://join.slack.com/t/opensrcmemorywipe/shared_invite/zt-28olrjb9t-0k61qROOR8SHwBdbUZLf5g,https://github.com/SuchitReddi/memorywipe#readme,true,1702815960,26,1,597,0,p1utoze,https://github.com/SuchitReddi/memorywipe/pull/9,101,,
101,2023-11-27 14:20:34.683518+00,2023-12-01 05:05:03.195884+00,,ML-Crate,"ML Crate stands as the ultimate hub for a multitude of exciting ML projects, serving as the go-to resource haven for passionate and dedicated ML enthusiasts! ","Machine Learning, Data Analysis, Python, Jupyter Notebook, AI/ML",https://github.com/abhisheks008/ML-Crate,https://discord.gg/eGaV2tzBhx,https://github.com/abhisheks008/ML-Crate/blob/main/README.md,true,1704865756,88,15,525260,62,"manyaschopra,gourav-pramanik,Anwar11234,pawaspy,ellow0rld,BhardwajArjit,Shobhit-Bandhu,p1utoze,YashSachan2,mariam7084","https://github.com/abhisheks008/ML-Crate/pull/459,https://github.com/abhisheks008/ML-Crate/pull/458,https://github.com/abhisheks008/ML-Crate/pull/457,https://github.com/abhisheks008/ML-Crate/pull/455,https://github.com/abhisheks008/ML-Crate/pull/453,https://github.com/abhisheks008/ML-Crate/pull/451,https://github.com/abhisheks008/ML-Crate/pull/448,https://github.com/abhisheks008/ML-Crate/pull/456,https://github.com/abhisheks008/ML-Crate/pull/454,https://github.com/abhisheks008/ML-Crate/pull/478,https://github.com/abhisheks008/ML-Crate/pull/481,https://github.com/abhisheks008/ML-Crate/pull/479,https://github.com/abhisheks008/ML-Crate/pull/482,https://github.com/abhisheks008/ML-Crate/pull/485,https://github.com/abhisheks008/ML-Crate/pull/488",78,,
112,2023-11-30 04:31:11.73705+00,2023-11-30 04:31:11.73705+00,,digitomize,"Digitomize, part of Microsoft for Startups Founders Hub, is an open-source platform that combines two main sections: Contests and User Profiles. It allows users to explore upcoming coding contests and dynamically create developer portfolios.","javascript, react, node, mern",https://github.com/digitomize/digitomize,https://digitomize.com/discord,https://github.com/digitomize/digitomize/blob/main/README.md,true,1704647279,63,21,5329,3882,"im-vedant,mendacium-a11y,Ayusht777,tushar-daiya,AaadityaG","https://github.com/digitomize/digitomize/pull/431,https://github.com/digitomize/digitomize/pull/407,https://github.com/digitomize/digitomize/pull/403,https://github.com/digitomize/digitomize/pull/399,https://github.com/digitomize/digitomize/pull/398,https://github.com/digitomize/digitomize/pull/392,https://github.com/digitomize/digitomize/pull/378,https://github.com/digitomize/digitomize/pull/376,https://github.com/digitomize/digitomize/pull/370,https://github.com/digitomize/digitomize/pull/363,https://github.com/digitomize/digitomize/pull/359,https://github.com/digitomize/digitomize/pull/346,https://github.com/digitomize/digitomize/pull/337,https://github.com/digitomize/digitomize/pull/335,https://github.com/digitomize/digitomize/pull/334,https://github.com/digitomize/digitomize/pull/322,https://github.com/digitomize/digitomize/pull/442,https://github.com/digitomize/digitomize/pull/428,https://github.com/digitomize/digitomize/pull/455,https://github.com/digitomize/digitomize/pull/472,https://github.com/digitomize/digitomize/pull/522",90,,
99,2023-11-27 04:17:40.900408+00,2023-12-05 13:31:27.862175+00,,chrome-extensions,"This repository hosts a collection of Chrome extensions designed for diverse purposes. Each extension has its own folder within this repository, with some already developed and others awaiting creation.","javascript, CSS",https://github.com/nik132-eng/chrome-extensions,https://discord.com/invite/xPM9Syrk,https://github.com/nik132-eng/chrome-extensions/blob/main/README.md,true,1704768491,39,15,1604,90,"shivanshsin0203,AaadityaG,shivang21007,bhanupgpt,supr1yo","https://github.com/nik132-eng/chrome-extensions/pull/37,https://github.com/nik132-eng/chrome-extensions/pull/32,https://github.com/nik132-eng/chrome-extensions/pull/31,https://github.com/nik132-eng/chrome-extensions/pull/29,https://github.com/nik132-eng/chrome-extensions/pull/27,https://github.com/nik132-eng/chrome-extensions/pull/25,https://github.com/nik132-eng/chrome-extensions/pull/22,https://github.com/nik132-eng/chrome-extensions/pull/19,https://github.com/nik132-eng/chrome-extensions/pull/38,https://github.com/nik132-eng/chrome-extensions/pull/42,https://github.com/nik132-eng/chrome-extensions/pull/39,https://github.com/nik132-eng/chrome-extensions/pull/33,https://github.com/nik132-eng/chrome-extensions/pull/43,https://github.com/nik132-eng/chrome-extensions/pull/47,https://github.com/nik132-eng/chrome-extensions/pull/49",68,,
102,2023-11-27 16:12:29.591739+00,2023-12-10 05:29:52.632639+00,,METAVERSE,"🚀 Welcome to our GitHub repository, officially accepted for Codepeak '23   👾 & KWOC 2023! Explore a dynamic collection of front-end projects, powered by HTML, CSS, JavaScript, and React. Join our community to contribute your creations 🎨, add features 🛠️, or squash bugs 🐛 in existing projects. ","HTML,CSS ,JS",https://github.com/apu52/METAVERSE,https://discord.gg/xZcnDRtq,https://github.com/apu52/METAVERSE/blob/main/README.md,true,1704813625,270,119,193120,2505,"Mayank77maruti,YashSachan2,aindree-2005,Abhishek-465,AaadityaG,KeyurGK,Sami3160,schoudhury2,Yash-Ainapure,Aritra203,Dhammashree23,bhanu-dev82,agrawal-yash,Surajit0573,Preeti8021,Souvik34,anand-harsh,bibhabasuiitkgp,harshitkandpal,Paarisha1,MitulSonagara,Subhrangsu90,ayann07,Ritwika-14","https://github.com/apu52/METAVERSE/pull/539,https://github.com/apu52/METAVERSE/pull/538,https://github.com/apu52/METAVERSE/pull/537,https://github.com/apu52/METAVERSE/pull/534,https://github.com/apu52/METAVERSE/pull/531,https://github.com/apu52/METAVERSE/pull/525,https://github.com/apu52/METAVERSE/pull/515,https://github.com/apu52/METAVERSE/pull/514,https://github.com/apu52/METAVERSE/pull/508,https://github.com/apu52/METAVERSE/pull/492,https://github.com/apu52/METAVERSE/pull/490,https://github.com/apu52/METAVERSE/pull/488,https://github.com/apu52/METAVERSE/pull/484,https://github.com/apu52/METAVERSE/pull/483,https://github.com/apu52/METAVERSE/pull/481,https://github.com/apu52/METAVERSE/pull/473,https://github.com/apu52/METAVERSE/pull/469,https://github.com/apu52/METAVERSE/pull/453,https://github.com/apu52/METAVERSE/pull/448,https://github.com/apu52/METAVERSE/pull/446,https://github.com/apu52/METAVERSE/pull/445,https://github.com/apu52/METAVERSE/pull/433,https://github.com/apu52/METAVERSE/pull/424,https://github.com/apu52/METAVERSE/pull/423,https://github.com/apu52/METAVERSE/pull/422,https://github.com/apu52/METAVERSE/pull/417,https://github.com/apu52/METAVERSE/pull/416,https://github.com/apu52/METAVERSE/pull/409,https://github.com/apu52/METAVERSE/pull/408,https://github.com/apu52/METAVERSE/pull/402,https://github.com/apu52/METAVERSE/pull/399,https://github.com/apu52/METAVERSE/pull/395,https://github.com/apu52/METAVERSE/pull/391,https://github.com/apu52/METAVERSE/pull/388,https://github.com/apu52/METAVERSE/pull/386,https://github.com/apu52/METAVERSE/pull/385,https://github.com/apu52/METAVERSE/pull/379,https://github.com/apu52/METAVERSE/pull/377,https://github.com/apu52/METAVERSE/pull/374,https://github.com/apu52/METAVERSE/pull/369,https://github.com/apu52/METAVERSE/pull/368,https://github.com/apu52/METAVERSE/pull/362,https://github.com/apu52/METAVERSE/pull/361,https://github.com/apu52/METAVERSE/pull/356,https://github.com/apu52/METAVERSE/pull/347,https://github.com/apu52/METAVERSE/pull/343,https://github.com/apu52/METAVERSE/pull/341,https://github.com/apu52/METAVERSE/pull/338,https://github.com/apu52/METAVERSE/pull/333,https://github.com/apu52/METAVERSE/pull/331,https://github.com/apu52/METAVERSE/pull/330,https://github.com/apu52/METAVERSE/pull/329,https://github.com/apu52/METAVERSE/pull/317,https://github.com/apu52/METAVERSE/pull/316,https://github.com/apu52/METAVERSE/pull/315,https://github.com/apu52/METAVERSE/pull/314,https://github.com/apu52/METAVERSE/pull/309,https://github.com/apu52/METAVERSE/pull/306,https://github.com/apu52/METAVERSE/pull/303,https://github.com/apu52/METAVERSE/pull/301,https://github.com/apu52/METAVERSE/pull/295,https://github.com/apu52/METAVERSE/pull/290,https://github.com/apu52/METAVERSE/pull/287,https://github.com/apu52/METAVERSE/pull/284,https://github.com/apu52/METAVERSE/pull/283,https://github.com/apu52/METAVERSE/pull/282,https://github.com/apu52/METAVERSE/pull/279,https://github.com/apu52/METAVERSE/pull/277,https://github.com/apu52/METAVERSE/pull/276,https://github.com/apu52/METAVERSE/pull/275,https://github.com/apu52/METAVERSE/pull/272,https://github.com/apu52/METAVERSE/pull/270,https://github.com/apu52/METAVERSE/pull/264,https://github.com/apu52/METAVERSE/pull/263,https://github.com/apu52/METAVERSE/pull/260,https://github.com/apu52/METAVERSE/pull/257,https://github.com/apu52/METAVERSE/pull/256,https://github.com/apu52/METAVERSE/pull/255,https://github.com/apu52/METAVERSE/pull/252,https://github.com/apu52/METAVERSE/pull/243,https://github.com/apu52/METAVERSE/pull/242,https://github.com/apu52/METAVERSE/pull/232,https://github.com/apu52/METAVERSE/pull/231,https://github.com/apu52/METAVERSE/pull/230,https://github.com/apu52/METAVERSE/pull/227,https://github.com/apu52/METAVERSE/pull/215,https://github.com/apu52/METAVERSE/pull/212,https://github.com/apu52/METAVERSE/pull/211,https://github.com/apu52/METAVERSE/pull/210,https://github.com/apu52/METAVERSE/pull/201,https://github.com/apu52/METAVERSE/pull/194,https://github.com/apu52/METAVERSE/pull/190,https://github.com/apu52/METAVERSE/pull/187,https://github.com/apu52/METAVERSE/pull/185,https://github.com/apu52/METAVERSE/pull/179,https://github.com/apu52/METAVERSE/pull/177,https://github.com/apu52/METAVERSE/pull/540,https://github.com/apu52/METAVERSE/pull/571,https://github.com/apu52/METAVERSE/pull/560,https://github.com/apu52/METAVERSE/pull/578,https://github.com/apu52/METAVERSE/pull/576,https://github.com/apu52/METAVERSE/pull/573,https://github.com/apu52/METAVERSE/pull/572,https://github.com/apu52/METAVERSE/pull/583,https://github.com/apu52/METAVERSE/pull/582,https://github.com/apu52/METAVERSE/pull/579,https://github.com/apu52/METAVERSE/pull/574,https://github.com/apu52/METAVERSE/pull/584,https://github.com/apu52/METAVERSE/pull/591,https://github.com/apu52/METAVERSE/pull/590,https://github.com/apu52/METAVERSE/pull/596,https://github.com/apu52/METAVERSE/pull/595,https://github.com/apu52/METAVERSE/pull/598,https://github.com/apu52/METAVERSE/pull/603,https://github.com/apu52/METAVERSE/pull/601,https://github.com/apu52/METAVERSE/pull/605,https://github.com/apu52/METAVERSE/pull/607,https://github.com/apu52/METAVERSE/pull/611,https://github.com/apu52/METAVERSE/pull/612",79,91,
56,2023-11-16 16:56:31.485037+00,2023-11-16 16:56:31.485037+00,,React Creations,"Welcome to our open-source React Creations. Join us in building, improving, and innovating together in the world of React development!","react, reactjs, frontend, html, css, javascript",https://github.com/Kritika30032002/ReactCreations,https://discord.gg/4dtqXcfeKM,https://github.com/Kritika30032002/ReactCreations#readme,true,1704811511,50,17,179781,90,"Pritam1136,AaadityaG,Mayank77maruti,Sami3160,YashSachan2,Yash-Ainapure,Shivam250702,jivanjyotigiri2003,Jaimin25,Vector-013,ShreyaBose04","https://github.com/Kritika30032002/ReactCreations/pull/158,https://github.com/Kritika30032002/ReactCreations/pull/142,https://github.com/Kritika30032002/ReactCreations/pull/141,https://github.com/Kritika30032002/ReactCreations/pull/131,https://github.com/Kritika30032002/ReactCreations/pull/112,https://github.com/Kritika30032002/ReactCreations/pull/106,https://github.com/Kritika30032002/ReactCreations/pull/102,https://github.com/Kritika30032002/ReactCreations/pull/98,https://github.com/Kritika30032002/ReactCreations/pull/93,https://github.com/Kritika30032002/ReactCreations/pull/83,https://github.com/Kritika30032002/ReactCreations/pull/82,https://github.com/Kritika30032002/ReactCreations/pull/81,https://github.com/Kritika30032002/ReactCreations/pull/179,https://github.com/Kritika30032002/ReactCreations/pull/191,https://github.com/Kritika30032002/ReactCreations/pull/186,https://github.com/Kritika30032002/ReactCreations/pull/198,https://github.com/Kritika30032002/ReactCreations/pull/197",26,,
115,2023-11-30 19:37:44.555478+00,2023-11-30 19:37:44.555478+00,,NFT-MANIA,"Transforming gaming with NFTs: Our platform lets gamers buy and sell unique play cards while maintaining trust and authenticity. Also including blockchain bridge for import and export of nft's including 3d model, tokens, play cards, digital marketing and also use open ai for the generation of metabase.",,https://github.com/Chanchal-D/NFT-MANIA,https://discord.com/channels/@me,https://github.com/Chanchal-D/NFT-MANIA#readme,false,0,0,0,0,0,,,94,,
118,2023-12-02 16:47:05.96735+00,2023-12-02 16:47:05.96735+00,,Project_Hunt," Project_Hunt is an open-source collection of React components, web-based games, and web development tools and components. It's designed to be a valuable resource for web developers.","javascript, react, css, html, projects",https://github.com/HimanshuNarware/Project_Hunt,https://discord.gg/K786TS3EdS,https://github.com/HimanshuNarware/Project_Hunt/blob/main/README.md,false,0,0,0,0,0,,,6,,
120,2023-12-03 11:19:59.125026+00,2023-12-03 11:20:12.334246+00,,Semantic PDFs search,Terminal App to search semantically in a folder of PDFs,"Search, Python, Algorithm, Terminal App",https://github.com/rakaar/semantic-search-in-a-pdfs-folder,https://groups.google.com/u/1/g/semantic-pdfs-search---kwoc,https://github.com/rakaar/semantic-search-in-a-pdfs-folder#readme,false,0,0,0,0,0,,,42,,
124,2023-12-05 08:24:58.345831+00,2023-12-05 08:24:58.345831+00,,ai-economy-simulator,"Can we simulate macroeconomic factors using microeconomy of individual ventures?  If AI is too smart now, can it do this?","GPT, Economics, Next.js, Colyseus, FastAPI",https://github.com/ai-economy-simulator/ecosim-client,https://discord.gg/aZzhkzHTVr,https://github.com/ai-economy-simulator/ecosim-client/blob/main/README.md,false,0,0,0,0,0,,,109,,
125,2023-12-06 00:24:04.053475+00,2023-12-06 00:24:04.053475+00,,Photo-Editor,"This photo editing application is one of those elegantly powerful PHP project ideas that blend JavaScript and PHP to produce a web app for users to create beautiful digital artwork. This PHP project also forces you to use object-oriented programming, which is a great way to hone these skills.","HTML, CSS, JavaScript, PHP, Bootstrap, jQuery",https://github.com/Durgesh4993/Photo-Editor,https://discord.gg/65eUXc7NNc,https://github.com/Durgesh4993/Photo-Editor#readme,false,0,0,0,0,0,,,25,,
126,2023-12-06 00:26:33.550787+00,2023-12-06 00:26:33.550787+00,,CryptoX,"Buy & Sell Digital Assets In The CryptoX Coin CryptoX is the easiest, safest, and fastest way to buy & sell crypto asset exchange.","HTML, CSS, JavaScript",https://github.com/Durgesh4993/CryptoX,https://discord.gg/65eUXc7NNc,https://github.com/Durgesh4993/CryptoX#readme,false,0,0,0,0,0,,,25,,
129,2023-12-06 23:05:02.216611+00,2023-12-06 23:05:02.216611+00,,Bloggram,"A blog website where users can create their blog, edit, delete and share to other users",,https://github.com/shelcia/Bloggram,https://discord.gg/Y78J76eNt6,https://github.com/shelcia/Bloggram#readme,false,0,0,0,0,0,,,57,,
105,2023-11-27 17:08:59.699235+00,2023-11-27 17:08:59.699235+00,,NeoGPT,"Chat effortlessly with Documents, YouTube Videos,Code, and Social Media Chats. Your go-to for quick and smart interactions! 🤖💬","ml,python,llm",https://github.com/neokd/NeoGPT,https://discord.gg/7xU954VYvs,https://github.com/neokd/NeoGPT/blob/main/README.md,true,1704435816,0,0,0,0,,,81,82,
48,2023-11-15 05:31:16.805811+00,2023-11-28 03:41:11.893506+00,,CropSync,CropSync is a user-friendly website designed to assist farmers in selecting the right crops for their fields and providing essential information throughout the farming process.,"HTML,CSS,Javascript,API,Bootstrap",https://github.com/cropsync/CropSync,https://join.slack.com/t/cropsync/shared_invite/zt-27njkuptz-wLOl57rBnVALRPBB4rgJSw,https://github.com/cropsync/CropSync/blob/main/readme.md,true,1702742569,3,3,109,24,"hanzalahwaheed,Ritwika-14,adisuyash","https://github.com/cropsync/CropSync/pull/17,https://github.com/cropsync/CropSync/pull/14,https://github.com/cropsync/CropSync/pull/10",12,18,
58,2023-11-16 17:02:43.08109+00,2023-11-16 17:02:43.08109+00,,MetaHub,A repository to document PtokaX DC setup at IIT Kharagpur,"bash,c,c++,networking",https://github.com/proffapt/Metahub,https://join.slack.com/t/kwoc-proffapt/shared_invite/zt-270xklnwn-CjkBGJrJvvV2KgdW_~s7EA,https://github.com/proffapt/Metahub/blob/main/README.md,true,1702060200,0,0,0,0,,,3,,
51,2023-11-15 12:33:43.256446+00,2023-11-19 08:39:14.358341+00,,Dree,"One single package for visualization, debugging, and exploration of folder hierarchies.  Say no to bulky file managers with Dree.","C++, Productivity-Tool, CLI, Bash",https://github.com/ujjwall-R/Dree,https://join.slack.com/t/dreecommunity/shared_invite/zt-27e8ojiy8-dBmfU6LwIe2w6Cx0mi4Maw,https://github.com/ujjwall-R/Dree/blob/main/readme.md,true,1702899870,10,3,263,6,"peachjelly13,Abdelra6,BAGUVIX456","https://github.com/ujjwall-R/Dree/pull/46,https://github.com/ujjwall-R/Dree/pull/45,https://github.com/ujjwall-R/Dree/pull/44",21,,
46,2023-11-14 17:29:03.462929+00,2023-11-14 17:29:03.462929+00,,Hive,Self-hosted Newsletter Archive,,https://github.com/parth-paradkar/hive,https://wa.link/r1jm77,https://github.com/parth-paradkar/hive#readme,true,1702060200,0,0,0,0,,,13,,
53,2023-11-16 07:45:57.717123+00,2023-11-21 19:42:50.16523+00,,NoteXplorer-API,This is an API which scrapes information about upcoming Hackathons and Tech Programs from different websites and enlists them. It is part of a project called NoteX,"Python, Fast API, Docker, Selenium",https://github.com/TeeWrath/NoteXplorer-API,https://discord.gg/ZE9GQZ9rff,https://github.com/TeeWrath/NoteXplorer-API/blob/hackathon-api/README.md,true,1703490695,2,1,114,1,bombolcat,https://github.com/TeeWrath/NoteXplorer-API/pull/4,24,,
128,2023-12-06 23:04:01.451496+00,2023-12-06 23:04:01.451496+00,,Dynamic Portfolio,Dynamic Portfolio helps you create simple websites by just filling out forms.,,https://github.com/shelcia/dynamic-portfolio,https://discord.gg/Y78J76eNt6,https://github.com/shelcia/dynamic-portfolio/blob/master/README.md,true,1704559671,4,3,69,38,"HarshitSharma4,rakesh-vajrapu,Preeti8021","https://github.com/shelcia/dynamic-portfolio/pull/315,https://github.com/shelcia/dynamic-portfolio/pull/317,https://github.com/shelcia/dynamic-portfolio/pull/318",57,,
52,2023-11-16 06:42:24.631386+00,2023-11-21 19:42:58.424706+00,,NoteX,"An open source easy-to-use social media application for students to study, share resources, connect with each other, find opportunities and grow. A single platform to cater to all the needs of a student.","Flutter, Python, Selenium, Fast API",https://github.com/The-NoteX/NoteX,https://discord.gg/ZE9GQZ9rff,https://github.com/The-NoteX/NoteX/blob/main/README.md,true,1702722021,0,1,34,0,pinak22dhir,https://github.com/The-NoteX/NoteX/pull/22,24,,
47,2023-11-15 04:11:54.06833+00,2023-11-15 04:11:54.06833+00,,YABin,"Yet another pastebin, simple but feature-rich, along with a CLI client","svelte,javascript,html,css,python",https://github.com/Yureien/YABin,https://discord.gg/FW2hmXPx3H,https://github.com/Yureien/YABin#readme,true,1702404423,1,1,6,1,ashmit-coder,https://github.com/Yureien/YABin/pull/36,17,3,
61,2023-11-16 17:13:00.042937+00,2023-11-16 17:13:00.042937+00,,fERP,Stands for Feedback-ERP. Automation extension for IIT KGP ERP feedback,"javascript,html,css,automation,iitkgp",https://github.com/proffapt/fERP,https://join.slack.com/t/kwoc-proffapt/shared_invite/zt-270xklnwn-CjkBGJrJvvV2KgdW_~s7EA,https://github.com/proffapt/fERP#readme,true,1702060200,0,0,0,0,,,3,,
62,2023-11-16 17:14:21.177364+00,2023-11-16 17:14:21.177364+00,,IITKGP ERP Login,he only python package you will ever need to implement login process in ERP for IIT-KGP,"python,pypi,iitkgp",https://github.com/proffapt/iitkgp-erp-login-pypi,https://join.slack.com/t/kwoc-proffapt/shared_invite/zt-270xklnwn-CjkBGJrJvvV2KgdW_~s7EA,https://github.com/proffapt/iitkgp-erp-login-pypi#readme,true,1702060200,0,0,0,0,,,3,,
63,2023-11-16 17:38:26.04074+00,2023-11-16 17:38:26.04074+00,,MFTP,CDC noticeboard at your mail inbox.,"python,iitkgp,cdc,internship,intern,placement",https://github.com/metakgp/mftp,https://join.slack.com/t/kwoc-proffapt/shared_invite/zt-270xklnwn-CjkBGJrJvvV2KgdW_~s7EA,https://github.com/metakgp/mftp#readme,true,1702060200,0,0,0,0,,,3,,
68,2023-11-18 05:59:13.934567+00,2023-11-18 05:59:13.934567+00,,IITKGP ERP Login Extension,[Browser Extension] Auto Login Utility for students' ERP at IIT Kharagpur :octocat:,"typescript,browser-extension,iitkgp",https://github.com/metakgp/iitkgp-erp-auto-login,https://slack.metakgp.org,https://github.com/metakgp/iitkgp-erp-auto-login#readme,true,1702060200,0,0,0,0,,,3,,
84,2023-11-24 17:05:42.426764+00,2023-11-24 17:05:42.426764+00,,Greeting Time,A project in C++ which fetch the time from the system and greet the user according to the time fetched.,C++,https://github.com/Rakesh9100/Greeting-Time,https://discord.gg/YVp7uZMk,https://github.com/Rakesh9100/Greeting-Time/blob/main/README.md,,0,0,0,0,0,,,54,,
85,2023-11-25 07:28:39.996182+00,2023-11-25 07:41:34.23+00,,CDS | DiabOpticAI,"Codes integrating computer vision, quantum computing, and neural networks  to find a curated solution for Diabetic Retinopathy","CDS, Python, Neural Networks , CNN, Keras, Sklearn, Numpy, Matplotlib, Sys",https://github.com/CodeDeployingSquad/DiabOpticAI,https://discord.com/invite/8SFAywV4M8,https://github.com/CodeDeployingSquad/DiabOpticAI/blob/main/README.md,,0,0,0,0,0,,,11,55,
